PartNum,method,part_type,avg_forecasted_monthly_demand
0812294,average_fallback,insufficient_history,3.0
0815050- #753,average_fallback,insufficient_history,12.0
0815363,exponential_smoothing,highly_variable,14.95
0815364,average_fallback,insufficient_history,30.0
0816577,average_fallback,insufficient_history,10.0
0816578,average_fallback,insufficient_history,4.0
0817719,exponential_smoothing,highly_variable,1.11
0817820,average_fallback,insufficient_history,3.0
0817924,average_fallback,insufficient_history,5.0
0817926,exponential_smoothing,highly_variable,0.69
0817928,average_fallback,insufficient_history,5.0
0820407,average_fallback,insufficient_history,40.0
0827774,average_fallback,insufficient_history,4.0
0829119,exponential_smoothing,highly_variable,5.0
083024RSRS,average_fallback,insufficient_history,1.0
083343,average_fallback,insufficient_history,1.5
0847948,average_fallback,insufficient_history,1.0
0852582,average_fallback,insufficient_history,12.0
0852588,average_fallback,insufficient_history,1.0
08609,exponential_smoothing,highly_variable,0.4
0865438,exponential_smoothing,moderate,1.67
0865531,average_fallback,insufficient_history,1.0
0867968,average_fallback,insufficient_history,10.0
0870957,average_fallback,insufficient_history,6.0
0872487,average_fallback,insufficient_history,1.0
08D452,average_fallback,insufficient_history,5.0
0920689,average_fallback,insufficient_history,1.0
0951463,average_fallback,insufficient_history,25.0
0961783,average_fallback,insufficient_history,50.0
097175001,average_fallback,insufficient_history,4.0
0983725,exponential_smoothing,highly_variable,0.71
0U224071,average_fallback,insufficient_history,2.0
1 - 1/2 TON HARRINGTON CUMALONG,average_fallback,insufficient_history,1.0
1 / 4  TWIN T,average_fallback,insufficient_history,1.0
1 TON GX CLAMP,average_fallback,insufficient_history,1.0
1 ¾ X 4 X 42,average_fallback,insufficient_history,1.0
1-1/2 TON CUMALONG,exponential_smoothing,highly_variable,1.0
1/16” x 48” x 72” Clear Lexan/Polycarbonate,average_fallback,insufficient_history,2.0
1/2 OSB,average_fallback,insufficient_history,58.0
1/2 TON SHEET CLAMP,average_fallback,insufficient_history,2.0
1/2 TON SHEET PLATE,average_fallback,insufficient_history,1.0
1/2-13 FHN Z 5,average_fallback,insufficient_history,50.0
1/4 ADOS,average_fallback,insufficient_history,1.0
1/4 DO 5/8 j hook x 3 ft,average_fallback,insufficient_history,1.0
1/4 DOJ X 2 FT.,average_fallback,insufficient_history,1.0
1/4 SO 5/8 J Hook x 3 ft,average_fallback,insufficient_history,1.0
1/4 TWIN T,average_fallback,insufficient_history,800.0
1/4X1/4,average_fallback,insufficient_history,2.0
1/8” x 48” x 96” Clear Lexan/Polycarbonate,average_fallback,insufficient_history,1.0
10 P TO 00700-CU052,average_fallback,insufficient_history,1.0
10 ply Gladiator,average_fallback,insufficient_history,2.0
10000088,exponential_smoothing,highly_variable,4.83
10000171,average_fallback,insufficient_history,1.0
10000175,average_fallback,insufficient_history,1.0
10000176,average_fallback,insufficient_history,1.0
10000184,average_fallback,insufficient_history,1.0
10000310,average_fallback,insufficient_history,50.0
10000460,average_fallback,insufficient_history,4.0
10000461,average_fallback,insufficient_history,4.0
10000462,average_fallback,insufficient_history,4.0
10000523,exponential_smoothing,highly_variable,350.0
10000565,average_fallback,insufficient_history,2.0
10000710,average_fallback,insufficient_history,6.0
10000711,average_fallback,insufficient_history,6.0
10000762,average_fallback,insufficient_history,1.0
10000769,average_fallback,insufficient_history,1.0
10000771,average_fallback,insufficient_history,1.0
10000811,average_fallback,insufficient_history,1.0
10000812,average_fallback,insufficient_history,1.0
10001,average_fallback,insufficient_history,1.0
10001-05,average_fallback,insufficient_history,1.0
10001012,average_fallback,insufficient_history,3.0
10001032,average_fallback,insufficient_history,2.0
10001045,average_fallback,insufficient_history,1.0
10001094,average_fallback,insufficient_history,2.0
10001099,average_fallback,insufficient_history,1.0
10001100,average_fallback,insufficient_history,1.0
10001101,average_fallback,insufficient_history,1.0
10001109,average_fallback,insufficient_history,113.0
10001247,average_fallback,insufficient_history,10.0
10001315,exponential_smoothing,highly_variable,1.25
10001316,exponential_smoothing,highly_variable,1.25
10001318,average_fallback,insufficient_history,1.0
10001423,average_fallback,insufficient_history,1.0
10001424,average_fallback,insufficient_history,1.0
10001428,average_fallback,insufficient_history,1.0
10001487,average_fallback,insufficient_history,2.0
10001488,average_fallback,insufficient_history,2.0
10001489,average_fallback,insufficient_history,1.0
10001493,average_fallback,insufficient_history,1.0
10001770,average_fallback,insufficient_history,2.0
10001923,average_fallback,insufficient_history,2.0
10001924,average_fallback,insufficient_history,2.0
10002033,average_fallback,insufficient_history,10.0
10002118,average_fallback,insufficient_history,4.0
10002119,average_fallback,insufficient_history,4.0
10002138,average_fallback,insufficient_history,20.0
10002234,average_fallback,insufficient_history,4.0
10002250,average_fallback,insufficient_history,6.0
10002254,average_fallback,insufficient_history,6.0
10002259,average_fallback,insufficient_history,6.0
10002294,average_fallback,insufficient_history,2.0
10002346,average_fallback,insufficient_history,4.0
10002398,average_fallback,insufficient_history,1.0
10002443,average_fallback,insufficient_history,4.0
10002445,average_fallback,insufficient_history,4.0
10002625,exponential_smoothing,highly_variable,2.54
10002626,exponential_smoothing,highly_variable,2.54
10002661,exponential_smoothing,highly_variable,9.74
10002676,exponential_smoothing,highly_variable,9.22
10002677,exponential_smoothing,highly_variable,9.74
10002729,exponential_smoothing,highly_variable,11.6
10002737,exponential_smoothing,highly_variable,9.74
10002745,exponential_smoothing,highly_variable,14.29
10002749,exponential_smoothing,highly_variable,9.62
10002750,exponential_smoothing,highly_variable,10.11
10002751,exponential_smoothing,highly_variable,9.74
10002752,exponential_smoothing,highly_variable,9.67
10002753,exponential_smoothing,highly_variable,9.67
10002754,exponential_smoothing,highly_variable,9.81
10002755,exponential_smoothing,highly_variable,9.67
10002756,exponential_smoothing,highly_variable,14.21
10002757,exponential_smoothing,highly_variable,9.67
10002758,exponential_smoothing,highly_variable,2.99
10002759,exponential_smoothing,highly_variable,9.67
10002769,exponential_smoothing,highly_variable,9.74
10002772,exponential_smoothing,highly_variable,9.74
10002852,average_fallback,insufficient_history,4.0
10002859,average_fallback,insufficient_history,6.0
10002891,average_fallback,insufficient_history,25.0
10002938,average_fallback,insufficient_history,1.0
1000298,average_fallback,insufficient_history,25.0
10003028,average_fallback,insufficient_history,3.0
10003074,average_fallback,insufficient_history,1.0
10003152,average_fallback,insufficient_history,1.0
10003159,average_fallback,insufficient_history,1.0
10003237,exponential_smoothing,highly_variable,30.06
10003462,average_fallback,insufficient_history,4.0
10003463,average_fallback,insufficient_history,1.0
10003567,average_fallback,insufficient_history,1.0
10003569,average_fallback,insufficient_history,9.0
10003743,average_fallback,insufficient_history,5.0
10003744,average_fallback,insufficient_history,5.0
10003859,exponential_smoothing,highly_variable,21.43
10004242,average_fallback,insufficient_history,1.0
10004243,average_fallback,insufficient_history,1.0
10004253,average_fallback,insufficient_history,1.0
10004254,average_fallback,insufficient_history,1.0
10004430,average_fallback,insufficient_history,2.0
10004431,average_fallback,insufficient_history,2.0
10004463,average_fallback,insufficient_history,2.0
10004541,average_fallback,insufficient_history,2.0
10004630,exponential_smoothing,highly_variable,1.0
10004683,average_fallback,insufficient_history,2.0
10004771,exponential_smoothing,highly_variable,1.0
10004776,exponential_smoothing,highly_variable,5.04
10004800,average_fallback,insufficient_history,176.0
10004806,exponential_smoothing,highly_variable,1.27
10004807,exponential_smoothing,highly_variable,1.14
10004821,exponential_smoothing,highly_variable,0.57
10005029,average_fallback,insufficient_history,2.5
10005031,average_fallback,insufficient_history,2.5
10005045,average_fallback,insufficient_history,2.0
10005101,average_fallback,insufficient_history,2.5
10005104,average_fallback,insufficient_history,2.5
10005319,average_fallback,insufficient_history,1.0
10005320,average_fallback,insufficient_history,1.0
10005435,average_fallback,insufficient_history,4.5
10005518,average_fallback,insufficient_history,2.0
10005574,average_fallback,insufficient_history,6.0
10005681,average_fallback,insufficient_history,5.0
10005746,average_fallback,insufficient_history,2.0
10005786,average_fallback,insufficient_history,1.0
10005787,average_fallback,insufficient_history,1.0
10005940,average_fallback,insufficient_history,4.0
10006002,average_fallback,insufficient_history,20.0
10006012,exponential_smoothing,highly_variable,1.4
10006097,exponential_smoothing,moderate,1.33
10006223,exponential_smoothing,highly_variable,13.56
10006336,exponential_smoothing,highly_variable,13.56
10006471,average_fallback,insufficient_history,2.0
10006490,average_fallback,insufficient_history,2.0
10006491,average_fallback,insufficient_history,10.0
10006492,average_fallback,insufficient_history,2.0
10006493,average_fallback,insufficient_history,3.0
10006494,average_fallback,insufficient_history,6.0
10006529,average_fallback,insufficient_history,5.0
10006531,average_fallback,insufficient_history,5.0
10006532,average_fallback,insufficient_history,5.0
10006533,average_fallback,insufficient_history,60.0
10006534,exponential_smoothing,highly_variable,49.75
10006535,average_fallback,insufficient_history,3.0
10006536,average_fallback,insufficient_history,2.0
10006541,average_fallback,insufficient_history,2.0
10006542,average_fallback,insufficient_history,1.0
10006660,average_fallback,insufficient_history,5.0
10006905,average_fallback,insufficient_history,25.0
10007138,exponential_smoothing,highly_variable,20.0
10007223,average_fallback,insufficient_history,1.0
10007282,exponential_smoothing,highly_variable,22.87
10007283,exponential_smoothing,highly_variable,10.0
10007284,exponential_smoothing,highly_variable,15.0
10007285,exponential_smoothing,highly_variable,3.62
10007286,exponential_smoothing,highly_variable,4.37
10007382,average_fallback,insufficient_history,4.0
10007398,exponential_smoothing,highly_variable,5.56
10007399,average_fallback,insufficient_history,1.0
10007508,exponential_smoothing,moderate,5.33
10007527,average_fallback,insufficient_history,6.0
10007593,average_fallback,insufficient_history,2.0
10007604,exponential_smoothing,highly_variable,8.75
10007630,average_fallback,insufficient_history,4.0
10007868,exponential_smoothing,highly_variable,1.0
10007976,average_fallback,insufficient_history,2.0
10008103,average_fallback,insufficient_history,3.0
10008105,average_fallback,insufficient_history,30.0
10008135,exponential_smoothing,highly_variable,9.97
10008516,average_fallback,insufficient_history,4.0
10008518,average_fallback,insufficient_history,6.0
10008520,average_fallback,insufficient_history,2.0
10008560,average_fallback,insufficient_history,1.0
10008561,average_fallback,insufficient_history,8.0
10008562,average_fallback,insufficient_history,1.0
10008576,exponential_smoothing,highly_variable,24.0
10008593,exponential_smoothing,highly_variable,1.5
10008594,exponential_smoothing,highly_variable,1.5
10008625,average_fallback,insufficient_history,2.0
10008626,average_fallback,insufficient_history,8.0
10008638,average_fallback,insufficient_history,3.0
10008641,average_fallback,insufficient_history,5.0
10008642,average_fallback,insufficient_history,5.0
10008643,average_fallback,insufficient_history,5.0
10008644,average_fallback,insufficient_history,5.0
10008645,average_fallback,insufficient_history,5.0
10008646,average_fallback,insufficient_history,5.0
10008647,average_fallback,insufficient_history,5.0
10008713,exponential_smoothing,moderate,4.25
10008714,exponential_smoothing,moderate,4.25
10008749,average_fallback,insufficient_history,5.0
10008767,average_fallback,insufficient_history,30.0
10008785,average_fallback,insufficient_history,1.0
10008786,average_fallback,insufficient_history,1.0
10008848,average_fallback,insufficient_history,1.0
10008852,average_fallback,insufficient_history,25.0
10008909,average_fallback,insufficient_history,1.0
